EC_SUBADQUIRIDO;FANTASIA_SUBADQUIRIDO;CNPJ_SUBADQUIRIDO;CIDADE_SUBADQUIRIDO;ESTADO_SUBADQUIRIDO;COD_PROJETO;PROJETO_SUBADQUIRIDO;VALOR_BRUTO_TRANSACIONADO;BANDEIRA;QTD_DE_PARCELAS;Nº_DA_PARCELA;DATA_DA_TRANSACAO;VALOR_DE_REPASSE;DATA_DO_REPASSE;DATA_DA_ANTECIPACAO;DINHEIRO_REPASSADO
305476         ;STRAWBERRY LJ18;54102765002105;SANTO ANDRE                                                 ;SP;335;REDE MORANGUINHO;R$ 879,70;VISA                ;1;0;2024-10-18                    ;R$ 851,06;2024-11-18                    ;2024-10-22                    ;PROCESSANDO_REPASSE
305476         ;STRAWBERRY LJ18;54102765002105;SANTO ANDRE                                                 ;SP;335;REDE MORANGUINHO;R$ 826,22;VISAELECTRON        ;1;0;2024-10-18                    ;R$ 817,99;2024-10-21                    ;1753-01-01                    ;PAGO
305477         ;STRAWBERRY LJ19;54102765002296;SAO CAETANO DO SUL                                          ;SP;335;REDE MORANGUINHO;R$ 864,13;ELOCREDITO          ;1;0;2024-10-18                    ;R$ 829,97;2024-11-18                    ;2024-10-22                    ;PROCESSANDO_REPASSE
305477         ;STRAWBERRY LJ19;54102765002296;SAO CAETANO DO SUL                                          ;SP;335;REDE MORANGUINHO;R$ 1.428,50;ELODEBITO           ;1;0;2024-10-18                    ;R$ 1.402,13;2024-10-21                    ;1753-01-01                    ;PAGO
305477         ;STRAWBERRY LJ19;54102765002296;SAO CAETANO DO SUL                                          ;SP;335;REDE MORANGUINHO;R$ 6.189,76;MAESTRO             ;1;0;2024-10-18                    ;R$ 6.128,15;2024-10-21                    ;1753-01-01                    ;PAGO
305477         ;STRAWBERRY LJ19;54102765002296;SAO CAETANO DO SUL                                          ;SP;335;REDE MORANGUINHO;R$ 5.156,64;MASTERCARD          ;1;0;2024-10-18                    ;R$ 4.988,87;2024-11-18                    ;2024-10-22                    ;PROCESSANDO_REPASSE
305477         ;STRAWBERRY LJ19;54102765002296;SAO CAETANO DO SUL                                          ;SP;335;REDE MORANGUINHO;R$ 5.676,52;PIXSICOOB           ;1;0;2024-10-18                    ;R$ 5.648,00;2024-10-21                    ;1753-01-01                    ;PAGO
305477         ;STRAWBERRY LJ19;54102765002296;SAO CAETANO DO SUL                                          ;SP;335;REDE MORANGUINHO;R$ 2.760,76;VISA                ;1;0;2024-10-18                    ;R$ 2.670,93;2024-11-18                    ;2024-10-22                    ;PROCESSANDO_REPASSE
305477         ;STRAWBERRY LJ19;54102765002296;SAO CAETANO DO SUL                                          ;SP;335;REDE MORANGUINHO;R$ 3.228,34;VISAELECTRON        ;1;0;2024-10-18                    ;R$ 3.196,19;2024-10-21                    ;1753-01-01                    ;PAGO
305477         ;STRAWBERRY LJ19;54102765002296;SAO CAETANO DO SUL                                          ;SP;335;REDE MORANGUINHO;R$ 1.484,67;VISAELECTRON        ;1;0;2024-10-19                    ;R$ 1.469,89;2024-10-21                    ;1753-01-01                    ;PAGO
305477         ;STRAWBERRY LJ19;54102765002296;SAO CAETANO DO SUL                                          ;SP;335;REDE MORANGUINHO;R$ 1.290,61;VISA                ;1;0;2024-10-19                    ;R$ 1.248,01;2024-11-19                    ;2024-10-22                    ;PROCESSANDO_REPASSE
305477         ;STRAWBERRY LJ19;54102765002296;SAO CAETANO DO SUL                                          ;SP;335;REDE MORANGUINHO;R$ 4.448,05;PIXSICOOB           ;1;0;2024-10-19                    ;R$ 4.425,72;2024-10-21                    ;1753-01-01                    ;PAGO
305477         ;STRAWBERRY LJ19;54102765002296;SAO CAETANO DO SUL                                          ;SP;335;REDE MORANGUINHO;R$ 2.623,66;MASTERCARD          ;1;0;2024-10-19                    ;R$ 2.537,04;2024-11-19                    ;2024-10-22                    ;PROCESSANDO_REPASSE
305477         ;STRAWBERRY LJ19;54102765002296;SAO CAETANO DO SUL                                          ;SP;335;REDE MORANGUINHO;R$ 3.599,51;MAESTRO             ;1;0;2024-10-19                    ;R$ 3.563,72;2024-10-21                    ;1753-01-01                    ;PAGO
305477         ;STRAWBERRY LJ19;54102765002296;SAO CAETANO DO SUL                                          ;SP;335;REDE MORANGUINHO;R$ 500,65;ELODEBITO           ;1;0;2024-10-19                    ;R$ 491,42;2024-10-21                    ;1753-01-01                    ;PAGO
305477         ;STRAWBERRY LJ19;54102765002296;SAO CAETANO DO SUL                                          ;SP;335;REDE MORANGUINHO;R$ 260,00;ELOCREDITO          ;1;0;2024-10-19                    ;R$ 249,60;2024-11-19                    ;2024-10-22                    ;PROCESSANDO_REPASSE
305476         ;STRAWBERRY LJ18;54102765002105;SANTO ANDRE                                                 ;SP;335;REDE MORANGUINHO;R$ 1.267,92;VISAELECTRON        ;1;0;2024-10-19                    ;R$ 1.255,28;2024-10-21                    ;1753-01-01                    ;PAGO
305465         ;STRAWBERRY LJ7 ;54102765001052;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 120,87;VISA                ;1;0;2024-10-19                    ;R$ 116,88;2024-11-19                    ;2024-10-22                    ;PROCESSANDO_REPASSE
305476         ;STRAWBERRY LJ18;54102765002105;SANTO ANDRE                                                 ;SP;335;REDE MORANGUINHO;R$ 1.099,28;VISA                ;1;0;2024-10-19                    ;R$ 1.062,97;2024-11-19                    ;2024-10-22                    ;PROCESSANDO_REPASSE
305476         ;STRAWBERRY LJ18;54102765002105;SANTO ANDRE                                                 ;SP;335;REDE MORANGUINHO;R$ 2.061,26;PIXSICOOB           ;1;0;2024-10-19                    ;R$ 2.050,90;2024-10-21                    ;1753-01-01                    ;PAGO
305476         ;STRAWBERRY LJ18;54102765002105;SANTO ANDRE                                                 ;SP;335;REDE MORANGUINHO;R$ 2.193,00;MASTERCARD          ;1;0;2024-10-19                    ;R$ 2.120,59;2024-11-19                    ;2024-10-22                    ;PROCESSANDO_REPASSE
305476         ;STRAWBERRY LJ18;54102765002105;SANTO ANDRE                                                 ;SP;335;REDE MORANGUINHO;R$ 4.088,03;MAESTRO             ;1;0;2024-10-19                    ;R$ 4.047,32;2024-10-21                    ;1753-01-01                    ;PAGO
305476         ;STRAWBERRY LJ18;54102765002105;SANTO ANDRE                                                 ;SP;335;REDE MORANGUINHO;R$ 755,12;ELODEBITO           ;1;0;2024-10-19                    ;R$ 741,18;2024-10-21                    ;1753-01-01                    ;PAGO
305476         ;STRAWBERRY LJ18;54102765002105;SANTO ANDRE                                                 ;SP;335;REDE MORANGUINHO;R$ 826,51;ELOCREDITO          ;1;0;2024-10-19                    ;R$ 793,44;2024-11-19                    ;2024-10-22                    ;PROCESSANDO_REPASSE
305475         ;STRAWBERRY LJ17;54102765002024;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 4.072,72;VISAELECTRON        ;1;0;2024-10-19                    ;R$ 4.032,20;2024-10-21                    ;1753-01-01                    ;PAGO
305475         ;STRAWBERRY LJ17;54102765002024;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 3.199,37;VISA                ;1;0;2024-10-19                    ;R$ 3.093,75;2024-11-19                    ;2024-10-22                    ;PROCESSANDO_REPASSE
305475         ;STRAWBERRY LJ17;54102765002024;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 4.005,87;PIXSICOOB           ;1;0;2024-10-19                    ;R$ 3.985,77;2024-10-21                    ;1753-01-01                    ;PAGO
305475         ;STRAWBERRY LJ17;54102765002024;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 7.000,68;MASTERCARD          ;1;0;2024-10-19                    ;R$ 6.769,57;2024-11-19                    ;2024-10-22                    ;PROCESSANDO_REPASSE
305475         ;STRAWBERRY LJ17;54102765002024;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 5.931,70;MAESTRO             ;1;0;2024-10-19                    ;R$ 5.872,60;2024-10-21                    ;1753-01-01                    ;PAGO
305475         ;STRAWBERRY LJ17;54102765002024;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 1.414,23;ELODEBITO           ;1;0;2024-10-19                    ;R$ 1.388,16;2024-10-21                    ;1753-01-01                    ;PAGO
305475         ;STRAWBERRY LJ17;54102765002024;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 776,70;ELOCREDITO          ;1;0;2024-10-19                    ;R$ 745,62;2024-11-19                    ;2024-10-22                    ;PROCESSANDO_REPASSE
305474         ;STRAWBERRY LJ16;54102765001990;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 1.113,93;VISAELECTRON        ;1;0;2024-10-19                    ;R$ 1.102,85;2024-10-21                    ;1753-01-01                    ;PAGO
305474         ;STRAWBERRY LJ16;54102765001990;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 346,18;VISA                ;1;0;2024-10-19                    ;R$ 334,75;2024-11-19                    ;2024-10-22                    ;PROCESSANDO_REPASSE
305474         ;STRAWBERRY LJ16;54102765001990;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 2.532,96;PIXSICOOB           ;1;0;2024-10-19                    ;R$ 2.520,25;2024-10-21                    ;1753-01-01                    ;PAGO
305474         ;STRAWBERRY LJ16;54102765001990;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 999,08;MASTERCARD          ;1;0;2024-10-19                    ;R$ 966,10;2024-11-19                    ;2024-10-22                    ;PROCESSANDO_REPASSE
305474         ;STRAWBERRY LJ16;54102765001990;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 1.738,64;MAESTRO             ;1;0;2024-10-19                    ;R$ 1.721,30;2024-10-21                    ;1753-01-01                    ;PAGO
305474         ;STRAWBERRY LJ16;54102765001990;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 800,00;ELODEBITO           ;1;0;2024-10-19                    ;R$ 785,28;2024-10-21                    ;1753-01-01                    ;PAGO
305474         ;STRAWBERRY LJ16;54102765001990;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 389,00;ELOCREDITO          ;1;0;2024-10-19                    ;R$ 373,44;2024-11-19                    ;2024-10-22                    ;PROCESSANDO_REPASSE
305472         ;STRAWBERRY LJ14;54102765001729;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 286,57;VISAELECTRON        ;1;0;2024-10-19                    ;R$ 283,71;2024-10-21                    ;1753-01-01                    ;PAGO
305472         ;STRAWBERRY LJ14;54102765001729;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 786,38;VISA                ;1;0;2024-10-19                    ;R$ 760,42;2024-11-19                    ;2024-10-22                    ;PROCESSANDO_REPASSE
305472         ;STRAWBERRY LJ14;54102765001729;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 1.147,34;MASTERCARD          ;1;0;2024-10-19                    ;R$ 1.109,46;2024-11-19                    ;2024-10-22                    ;PROCESSANDO_REPASSE
305472         ;STRAWBERRY LJ14;54102765001729;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 1.357,66;MAESTRO             ;1;0;2024-10-19                    ;R$ 1.344,13;2024-10-21                    ;1753-01-01                    ;PAGO
305472         ;STRAWBERRY LJ14;54102765001729;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 480,26;ELODEBITO           ;1;0;2024-10-19                    ;R$ 471,40;2024-10-21                    ;1753-01-01                    ;PAGO
305472         ;STRAWBERRY LJ14;54102765001729;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 100,00;ELOCREDITO          ;1;0;2024-10-19                    ;R$ 96,00;2024-11-19                    ;2024-10-22                    ;PROCESSANDO_REPASSE
305471         ;STRAWBERRY LJ13;54102765001648;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 1.265,67;VISAELECTRON        ;1;0;2024-10-19                    ;R$ 1.253,10;2024-10-21                    ;1753-01-01                    ;PAGO
305471         ;STRAWBERRY LJ13;54102765001648;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 1.112,34;VISA                ;1;0;2024-10-19                    ;R$ 1.075,62;2024-11-19                    ;2024-10-22                    ;PROCESSANDO_REPASSE
305471         ;STRAWBERRY LJ13;54102765001648;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 2.111,06;MASTERCARD          ;1;0;2024-10-19                    ;R$ 2.041,36;2024-11-19                    ;2024-10-22                    ;PROCESSANDO_REPASSE
305471         ;STRAWBERRY LJ13;54102765001648;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 1.446,63;MAESTRO             ;1;0;2024-10-19                    ;R$ 1.432,20;2024-10-21                    ;1753-01-01                    ;PAGO
305471         ;STRAWBERRY LJ13;54102765001648;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 428,10;ELODEBITO           ;1;0;2024-10-19                    ;R$ 420,20;2024-10-21                    ;1753-01-01                    ;PAGO
305471         ;STRAWBERRY LJ13;54102765001648;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 358,42;ELOCREDITO          ;1;0;2024-10-19                    ;R$ 344,07;2024-11-19                    ;2024-10-22                    ;PROCESSANDO_REPASSE
305470         ;STRAWBERRY LJ12;54102765001567;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 1.552,42;VISAELECTRON        ;1;0;2024-10-19                    ;R$ 1.536,97;2024-10-21                    ;1753-01-01                    ;PAGO
305470         ;STRAWBERRY LJ12;54102765001567;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 770,00;VISA                ;1;0;2024-10-19                    ;R$ 744,59;2024-11-19                    ;2024-10-22                    ;PROCESSANDO_REPASSE
305470         ;STRAWBERRY LJ12;54102765001567;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 1.053,68;PIXSICOOB           ;1;0;2024-10-19                    ;R$ 1.048,38;2024-10-21                    ;1753-01-01                    ;PAGO
305470         ;STRAWBERRY LJ12;54102765001567;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 1.740,31;MASTERCARD          ;1;0;2024-10-19                    ;R$ 1.682,86;2024-11-19                    ;2024-10-22                    ;PROCESSANDO_REPASSE
305470         ;STRAWBERRY LJ12;54102765001567;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 1.173,24;MAESTRO             ;1;0;2024-10-19                    ;R$ 1.161,53;2024-10-21                    ;1753-01-01                    ;PAGO
305470         ;STRAWBERRY LJ12;54102765001567;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 341,46;ELODEBITO           ;1;0;2024-10-19                    ;R$ 335,16;2024-10-21                    ;1753-01-01                    ;PAGO
305468         ;STRAWBERRY LJ20;54102765000323;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 2.740,71;VISAELECTRON        ;1;0;2024-10-19                    ;R$ 2.713,38;2024-10-21                    ;1753-01-01                    ;PAGO
305470         ;STRAWBERRY LJ12;54102765001567;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 50,00;ELOCREDITO          ;1;0;2024-10-19                    ;R$ 48,00;2024-11-19                    ;2024-10-22                    ;PROCESSANDO_REPASSE
305468         ;STRAWBERRY LJ20;54102765000323;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 2.969,28;VISA                ;1;0;2024-10-19                    ;R$ 2.871,25;2024-11-19                    ;2024-10-22                    ;PROCESSANDO_REPASSE
305468         ;STRAWBERRY LJ20;54102765000323;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 2.494,52;PIXSICOOB           ;1;0;2024-10-19                    ;R$ 2.481,96;2024-10-21                    ;1753-01-01                    ;PAGO
305468         ;STRAWBERRY LJ20;54102765000323;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 5.017,52;MASTERCARD          ;1;0;2024-10-19                    ;R$ 4.851,87;2024-11-19                    ;2024-10-22                    ;PROCESSANDO_REPASSE
305468         ;STRAWBERRY LJ20;54102765000323;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 4.828,77;MAESTRO             ;1;0;2024-10-19                    ;R$ 4.780,70;2024-10-21                    ;1753-01-01                    ;PAGO
305468         ;STRAWBERRY LJ20;54102765000323;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 763,38;ELODEBITO           ;1;0;2024-10-19                    ;R$ 749,31;2024-10-21                    ;1753-01-01                    ;PAGO
305466         ;STRAWBERRY LJ8 ;54102765001133;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 900,61;VISAELECTRON        ;1;0;2024-10-19                    ;R$ 891,65;2024-10-21                    ;1753-01-01                    ;PAGO
305466         ;STRAWBERRY LJ8 ;54102765001133;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 430,03;VISA                ;1;0;2024-10-19                    ;R$ 415,83;2024-11-19                    ;2024-10-22                    ;PROCESSANDO_REPASSE
305466         ;STRAWBERRY LJ8 ;54102765001133;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 242,98;PIXSICOOB           ;1;0;2024-10-19                    ;R$ 241,76;2024-10-21                    ;1753-01-01                    ;PAGO
305468         ;STRAWBERRY LJ20;54102765000323;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 811,09;ELOCREDITO          ;1;0;2024-10-19                    ;R$ 778,64;2024-11-19                    ;2024-10-22                    ;PROCESSANDO_REPASSE
305466         ;STRAWBERRY LJ8 ;54102765001133;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 1.143,30;MASTERCARD          ;1;0;2024-10-19                    ;R$ 1.105,57;2024-11-19                    ;2024-10-22                    ;PROCESSANDO_REPASSE
305466         ;STRAWBERRY LJ8 ;54102765001133;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 1.428,53;MAESTRO             ;1;0;2024-10-19                    ;R$ 1.414,32;2024-10-21                    ;1753-01-01                    ;PAGO
305466         ;STRAWBERRY LJ8 ;54102765001133;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 79,97;ELODEBITO           ;1;0;2024-10-19                    ;R$ 78,49;2024-10-21                    ;1753-01-01                    ;PAGO
305465         ;STRAWBERRY LJ7 ;54102765001052;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 1.313,96;PIXSICOOB           ;1;0;2024-10-19                    ;R$ 1.307,36;2024-10-21                    ;1753-01-01                    ;PAGO
305464         ;STRAWBERRY LJ6 ;54102765000919;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 687,82;PIXSICOOB           ;1;0;2024-10-19                    ;R$ 684,35;2024-10-21                    ;1753-01-01                    ;PAGO
305463         ;STRAWBERRY LJ5 ;54102765000757;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 2.829,35;VISAELECTRON        ;1;0;2024-10-19                    ;R$ 2.801,19;2024-10-21                    ;1753-01-01                    ;PAGO
305463         ;STRAWBERRY LJ5 ;54102765000757;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 2.767,91;VISA                ;1;0;2024-10-19                    ;R$ 2.676,54;2024-11-19                    ;2024-10-22                    ;PROCESSANDO_REPASSE
305463         ;STRAWBERRY LJ5 ;54102765000757;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 4.686,60;PIXSICOOB           ;1;0;2024-10-19                    ;R$ 4.663,07;2024-10-21                    ;1753-01-01                    ;PAGO
305463         ;STRAWBERRY LJ5 ;54102765000757;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 4.786,96;MASTERCARD          ;1;0;2024-10-19                    ;R$ 4.628,93;2024-11-19                    ;2024-10-22                    ;PROCESSANDO_REPASSE
305463         ;STRAWBERRY LJ5 ;54102765000757;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 7.116,49;MAESTRO             ;1;0;2024-10-19                    ;R$ 7.045,69;2024-10-21                    ;1753-01-01                    ;PAGO
305463         ;STRAWBERRY LJ5 ;54102765000757;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 1.183,17;ELODEBITO           ;1;0;2024-10-19                    ;R$ 1.161,35;2024-10-21                    ;1753-01-01                    ;PAGO
305463         ;STRAWBERRY LJ5 ;54102765000757;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 516,00;ELOCREDITO          ;1;0;2024-10-19                    ;R$ 495,36;2024-11-19                    ;2024-10-22                    ;PROCESSANDO_REPASSE
305462         ;STRAWBERRY LJ4 ;54102765000676;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 1.619,23;VISAELECTRON        ;1;0;2024-10-19                    ;R$ 1.603,09;2024-10-21                    ;1753-01-01                    ;PAGO
305462         ;STRAWBERRY LJ4 ;54102765000676;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 1.151,34;VISA                ;1;0;2024-10-19                    ;R$ 1.113,33;2024-11-19                    ;2024-10-22                    ;PROCESSANDO_REPASSE
305462         ;STRAWBERRY LJ4 ;54102765000676;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 1.727,97;MASTERCARD          ;1;0;2024-10-19                    ;R$ 1.670,92;2024-11-19                    ;2024-10-22                    ;PROCESSANDO_REPASSE
305462         ;STRAWBERRY LJ4 ;54102765000676;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 1.878,45;MAESTRO             ;1;0;2024-10-19                    ;R$ 1.859,71;2024-10-21                    ;1753-01-01                    ;PAGO
305462         ;STRAWBERRY LJ4 ;54102765000676;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 1.337,24;ELODEBITO           ;1;0;2024-10-19                    ;R$ 1.312,58;2024-10-21                    ;1753-01-01                    ;PAGO
305462         ;STRAWBERRY LJ4 ;54102765000676;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 286,33;ELOCREDITO          ;1;0;2024-10-19                    ;R$ 274,87;2024-11-19                    ;2024-10-22                    ;PROCESSANDO_REPASSE
305461         ;STRAWBERRY LJ3 ;54102765000595;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 3.733,35;PIXSICOOB           ;1;0;2024-10-19                    ;R$ 3.714,58;2024-10-21                    ;1753-01-01                    ;PAGO
305460         ;STRAWBERRY LJ2 ;54102765000404;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 765,09;VISAELECTRON        ;1;0;2024-10-19                    ;R$ 757,47;2024-10-21                    ;1753-01-01                    ;PAGO
305460         ;STRAWBERRY LJ2 ;54102765000404;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 524,58;VISA                ;1;0;2024-10-19                    ;R$ 507,25;2024-11-19                    ;2024-10-22                    ;PROCESSANDO_REPASSE
305460         ;STRAWBERRY LJ2 ;54102765000404;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 2.673,68;PIXSICOOB           ;1;0;2024-10-19                    ;R$ 2.660,23;2024-10-21                    ;1753-01-01                    ;PAGO
305460         ;STRAWBERRY LJ2 ;54102765000404;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 1.839,54;MASTERCARD          ;1;0;2024-10-19                    ;R$ 1.778,80;2024-11-19                    ;2024-10-22                    ;PROCESSANDO_REPASSE
305460         ;STRAWBERRY LJ2 ;54102765000404;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 3.303,80;MAESTRO             ;1;0;2024-10-19                    ;R$ 3.270,94;2024-10-21                    ;1753-01-01                    ;PAGO
305460         ;STRAWBERRY LJ2 ;54102765000404;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 370,94;ELODEBITO           ;1;0;2024-10-19                    ;R$ 364,09;2024-10-21                    ;1753-01-01                    ;PAGO
305460         ;STRAWBERRY LJ2 ;54102765000404;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 259,99;ELOCREDITO          ;1;0;2024-10-19                    ;R$ 249,59;2024-11-19                    ;2024-10-22                    ;PROCESSANDO_REPASSE
305443         ;POMPERMAIER    ;45860534000126;SAO PAULO                                                   ;SP;326;B.F.P;R$ 5.475,00;MASTERCARD          ;2;1;2024-10-19                    ;R$ 5.239,81;2024-11-19                    ;2024-10-22                    ;PROCESSANDO_REPASSE
305443         ;POMPERMAIER    ;45860534000126;SAO PAULO                                                   ;SP;326;B.F.P;R$ 5.475,00;MASTERCARD          ;2;2;2024-10-19                    ;R$ 5.160,81;2024-12-19                    ;2024-10-22                    ;PROCESSANDO_REPASSE
305443         ;POMPERMAIER    ;45860534000126;SAO PAULO                                                   ;SP;326;B.F.P;R$ 500,00;VISAELECTRON        ;1;0;2024-10-19                    ;R$ 495,05;2024-10-21                    ;1753-01-01                    ;PAGO
305393         ;CONV STRAWBERRY;54102765000161;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 7.039,71;VISAELECTRON        ;1;0;2024-10-19                    ;R$ 6.969,80;2024-10-21                    ;1753-01-01                    ;PAGO
305434         ;HANDRED 635    ;22193483000635;BELO HORIZONTE                                              ;MG;326;B.F.P;R$ 1.354,00;MAESTRO             ;1;0;2024-10-19                    ;R$ 1.337,88;2024-10-21                    ;1753-01-01                    ;PAGO
305437         ;HANDRED IPANEMA;22193483000201;RIO DE JANEIRO                                              ;RJ;326;B.F.P;R$ 1.877,00;VISA                ;1;0;2024-10-19                    ;R$ 1.819,90;2024-11-19                    ;2024-10-22                    ;PROCESSANDO_REPASSE
305393         ;CONV STRAWBERRY;54102765000161;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 2.688,32;VISA                ;1;0;2024-10-19                    ;R$ 2.599,58;2024-11-19                    ;2024-10-22                    ;PROCESSANDO_REPASSE
305393         ;CONV STRAWBERRY;54102765000161;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 1.071,84;PIXSICOOB           ;1;0;2024-10-19                    ;R$ 1.066,45;2024-10-21                    ;1753-01-01                    ;PAGO
305393         ;CONV STRAWBERRY;54102765000161;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 5.763,21;MASTERCARD          ;1;0;2024-10-19                    ;R$ 5.572,97;2024-11-19                    ;2024-10-22                    ;PROCESSANDO_REPASSE
305393         ;CONV STRAWBERRY;54102765000161;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 8.996,62;MAESTRO             ;1;0;2024-10-19                    ;R$ 8.907,08;2024-10-21                    ;1753-01-01                    ;PAGO
305393         ;CONV STRAWBERRY;54102765000161;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 1.866,36;ELODEBITO           ;1;0;2024-10-19                    ;R$ 1.831,94;2024-10-21                    ;1753-01-01                    ;PAGO
305393         ;CONV STRAWBERRY;54102765000161;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 533,07;ELOCREDITO          ;1;0;2024-10-19                    ;R$ 511,75;2024-11-19                    ;2024-10-22                    ;PROCESSANDO_REPASSE
305393         ;CONV STRAWBERRY;54102765000161;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 50,00;AMEX                ;1;0;2024-10-19                    ;R$ 47,50;2024-11-19                    ;2024-10-22                    ;PROCESSANDO_REPASSE
305382         ;REI MARACANA   ;47600152000199;COLOMBO                                                     ;PR;290;ZEITBANK;R$ 1.211,17;VISAELECTRON        ;1;0;2024-10-19                    ;R$ 1.194,10;2024-10-21                    ;1753-01-01                    ;PAGO
305382         ;REI MARACANA   ;47600152000199;COLOMBO                                                     ;PR;290;ZEITBANK;R$ 1.290,53;MAESTRO             ;1;0;2024-10-19                    ;R$ 1.272,36;2024-10-21                    ;1753-01-01                    ;PAGO
