EC_SUBADQUIRIDO;FANTASIA_SUBADQUIRIDO;CNPJ_SUBADQUIRIDO;CIDADE_SUBADQUIRIDO;ESTADO_SUBADQUIRIDO;COD_PROJETO;PROJETO_SUBADQUIRIDO;VALOR_BRUTO_TRANSACIONADO;BANDEIRA;QTD_DE_PARCELAS;Nº_DA_PARCELA;DATA_DA_TRANSACAO;VALOR_DE_REPASSE;DATA_DO_REPASSE;DATA_DA_ANTECIPACAO;DINHEIRO_REPASSADO
305382         ;REI MARACANA   ;47600152000199;COLOMBO                                                     ;PR;290;ZEITBANK;R$ 42,94;ELODEBITO           ;1;0;2024-10-22                    ;R$ 42,32;2024-10-24                    ;1753-01-01                    ;ABERTO
305382         ;REI MARACANA   ;47600152000199;COLOMBO                                                     ;PR;290;ZEITBANK;R$ 1.600,35;MAESTRO             ;1;0;2024-10-22                    ;R$ 1.577,83;2024-10-24                    ;1753-01-01                    ;ABERTO
305382         ;REI MARACANA   ;47600152000199;COLOMBO                                                     ;PR;290;ZEITBANK;R$ 501,72;VISAELECTRON        ;1;0;2024-10-22                    ;R$ 494,64;2024-10-24                    ;1753-01-01                    ;ABERTO
305393         ;CONV STRAWBERRY;54102765000161;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 595,35;ELOCREDITO          ;1;0;2024-10-22                    ;R$ 571,21;2024-11-22                    ;2024-10-24                    ;PROCESSANDO_REPASSE
305393         ;CONV STRAWBERRY;54102765000161;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 1.812,77;ELODEBITO           ;1;0;2024-10-22                    ;R$ 1.779,36;2024-10-24                    ;1753-01-01                    ;ABERTO
305393         ;CONV STRAWBERRY;54102765000161;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 10.521,01;MAESTRO             ;1;0;2024-10-22                    ;R$ 10.416,50;2024-10-24                    ;1753-01-01                    ;ABERTO
305393         ;CONV STRAWBERRY;54102765000161;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 6.341,09;MASTERCARD          ;1;0;2024-10-22                    ;R$ 6.128,50;2024-11-22                    ;2024-10-24                    ;PROCESSANDO_REPASSE
305393         ;CONV STRAWBERRY;54102765000161;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 897,10;PIXSICOOB           ;1;0;2024-10-22                    ;R$ 892,58;2024-10-24                    ;1753-01-01                    ;ABERTO
305393         ;CONV STRAWBERRY;54102765000161;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 3.261,29;VISA                ;1;0;2024-10-22                    ;R$ 3.151,98;2024-11-22                    ;2024-10-24                    ;PROCESSANDO_REPASSE
305393         ;CONV STRAWBERRY;54102765000161;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 7.696,82;VISAELECTRON        ;1;0;2024-10-22                    ;R$ 7.620,46;2024-10-24                    ;1753-01-01                    ;ABERTO
305433         ;MOVEIS CERNE   ;41524037000104;CAMPO MAGRO                                                 ;PR;326;B.F.P;R$ 5,00;MASTERCARD          ;1;0;2024-10-22                    ;R$ 4,78;2024-11-22                    ;2024-10-24                    ;PROCESSANDO_REPASSE
305433         ;MOVEIS CERNE   ;41524037000104;CAMPO MAGRO                                                 ;PR;326;B.F.P;R$ 50.000,00;MASTERCARD          ;10;1;2024-10-22                    ;R$ 47.856,10;2024-11-22                    ;2024-10-24                    ;PROCESSANDO_REPASSE
305433         ;MOVEIS CERNE   ;41524037000104;CAMPO MAGRO                                                 ;PR;326;B.F.P;R$ 50.000,00;MASTERCARD          ;10;2;2024-10-22                    ;R$ 47.162,49;2024-12-23                    ;2024-10-24                    ;PROCESSANDO_REPASSE
305433         ;MOVEIS CERNE   ;41524037000104;CAMPO MAGRO                                                 ;PR;326;B.F.P;R$ 50.000,00;MASTERCARD          ;10;3;2024-10-22                    ;R$ 46.469,36;2025-01-22                    ;2024-10-24                    ;PROCESSANDO_REPASSE
305433         ;MOVEIS CERNE   ;41524037000104;CAMPO MAGRO                                                 ;PR;326;B.F.P;R$ 50.000,00;MASTERCARD          ;10;4;2024-10-22                    ;R$ 45.774,89;2025-02-24                    ;2024-10-24                    ;PROCESSANDO_REPASSE
305433         ;MOVEIS CERNE   ;41524037000104;CAMPO MAGRO                                                 ;PR;326;B.F.P;R$ 50.000,00;MASTERCARD          ;10;5;2024-10-22                    ;R$ 45.082,21;2025-03-24                    ;2024-10-24                    ;PROCESSANDO_REPASSE
305433         ;MOVEIS CERNE   ;41524037000104;CAMPO MAGRO                                                 ;PR;326;B.F.P;R$ 50.000,00;MASTERCARD          ;10;6;2024-10-22                    ;R$ 44.389,00;2025-04-22                    ;2024-10-24                    ;PROCESSANDO_REPASSE
305433         ;MOVEIS CERNE   ;41524037000104;CAMPO MAGRO                                                 ;PR;326;B.F.P;R$ 50.000,00;MASTERCARD          ;10;7;2024-10-22                    ;R$ 43.695,43;2025-05-22                    ;2024-10-24                    ;PROCESSANDO_REPASSE
305433         ;MOVEIS CERNE   ;41524037000104;CAMPO MAGRO                                                 ;PR;326;B.F.P;R$ 50.000,00;MASTERCARD          ;10;8;2024-10-22                    ;R$ 43.001,49;2025-06-23                    ;2024-10-24                    ;PROCESSANDO_REPASSE
305433         ;MOVEIS CERNE   ;41524037000104;CAMPO MAGRO                                                 ;PR;326;B.F.P;R$ 50.000,00;MASTERCARD          ;10;9;2024-10-22                    ;R$ 42.308,13;2025-07-22                    ;2024-10-24                    ;PROCESSANDO_REPASSE
305433         ;MOVEIS CERNE   ;41524037000104;CAMPO MAGRO                                                 ;PR;326;B.F.P;R$ 50.000,00;MASTERCARD          ;10;10;2024-10-22                    ;R$ 41.614,41;2025-08-22                    ;2024-10-24                    ;PROCESSANDO_REPASSE
305443         ;POMPERMAIER    ;45860534000126;SAO PAULO                                                   ;SP;326;B.F.P;R$ 9.300,00;MAESTRO             ;1;0;2024-10-22                    ;R$ 9.207,93;2024-10-24                    ;1753-01-01                    ;ABERTO
305443         ;POMPERMAIER    ;45860534000126;SAO PAULO                                                   ;SP;326;B.F.P;R$ 1.000,00;VISAELECTRON        ;1;0;2024-10-22                    ;R$ 990,10;2024-10-24                    ;1753-01-01                    ;ABERTO
305459         ;STRAWBERRY LJ1 ;54102765000242;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 230,00;VISAELECTRON        ;1;0;2024-10-22                    ;R$ 227,72;2024-10-24                    ;1753-01-01                    ;ABERTO
305460         ;STRAWBERRY LJ2 ;54102765000404;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 82,42;ELOCREDITO          ;1;0;2024-10-22                    ;R$ 79,07;2024-11-22                    ;2024-10-24                    ;PROCESSANDO_REPASSE
305460         ;STRAWBERRY LJ2 ;54102765000404;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 1.651,22;ELODEBITO           ;1;0;2024-10-22                    ;R$ 1.620,80;2024-10-24                    ;1753-01-01                    ;ABERTO
305460         ;STRAWBERRY LJ2 ;54102765000404;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 6.593,69;MAESTRO             ;1;0;2024-10-22                    ;R$ 6.528,18;2024-10-24                    ;1753-01-01                    ;ABERTO
305460         ;STRAWBERRY LJ2 ;54102765000404;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 3.310,62;MASTERCARD          ;1;0;2024-10-22                    ;R$ 3.199,60;2024-11-22                    ;2024-10-24                    ;PROCESSANDO_REPASSE
305460         ;STRAWBERRY LJ2 ;54102765000404;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 3.389,84;PIXSICOOB           ;1;0;2024-10-22                    ;R$ 3.372,80;2024-10-24                    ;1753-01-01                    ;ABERTO
305460         ;STRAWBERRY LJ2 ;54102765000404;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 1.858,22;VISA                ;1;0;2024-10-22                    ;R$ 1.795,91;2024-11-22                    ;2024-10-24                    ;PROCESSANDO_REPASSE
305460         ;STRAWBERRY LJ2 ;54102765000404;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 2.423,19;VISAELECTRON        ;1;0;2024-10-22                    ;R$ 2.399,09;2024-10-24                    ;1753-01-01                    ;ABERTO
305461         ;STRAWBERRY LJ3 ;54102765000595;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 40,13;ELODEBITO           ;1;0;2024-10-22                    ;R$ 39,39;2024-10-24                    ;1753-01-01                    ;ABERTO
305461         ;STRAWBERRY LJ3 ;54102765000595;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 255,00;MAESTRO             ;1;0;2024-10-22                    ;R$ 252,46;2024-10-24                    ;1753-01-01                    ;ABERTO
305461         ;STRAWBERRY LJ3 ;54102765000595;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 866,62;MASTERCARD          ;1;0;2024-10-22                    ;R$ 837,57;2024-11-22                    ;2024-10-24                    ;PROCESSANDO_REPASSE
305461         ;STRAWBERRY LJ3 ;54102765000595;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 2.860,30;PIXSICOOB           ;1;0;2024-10-22                    ;R$ 2.845,89;2024-10-24                    ;1753-01-01                    ;ABERTO
305461         ;STRAWBERRY LJ3 ;54102765000595;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 65,00;VISAELECTRON        ;1;0;2024-10-22                    ;R$ 64,35;2024-10-24                    ;1753-01-01                    ;ABERTO
305462         ;STRAWBERRY LJ4 ;54102765000676;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 504,02;ELOCREDITO          ;1;0;2024-10-22                    ;R$ 483,59;2024-11-22                    ;2024-10-24                    ;PROCESSANDO_REPASSE
305462         ;STRAWBERRY LJ4 ;54102765000676;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 553,59;ELODEBITO           ;1;0;2024-10-22                    ;R$ 543,38;2024-10-24                    ;1753-01-01                    ;ABERTO
305462         ;STRAWBERRY LJ4 ;54102765000676;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 3.082,34;MAESTRO             ;1;0;2024-10-22                    ;R$ 3.051,65;2024-10-24                    ;1753-01-01                    ;ABERTO
305462         ;STRAWBERRY LJ4 ;54102765000676;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 2.746,48;MASTERCARD          ;1;0;2024-10-22                    ;R$ 2.654,37;2024-11-22                    ;2024-10-24                    ;PROCESSANDO_REPASSE
305462         ;STRAWBERRY LJ4 ;54102765000676;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 1.489,10;VISA                ;1;0;2024-10-22                    ;R$ 1.439,14;2024-11-22                    ;2024-10-24                    ;PROCESSANDO_REPASSE
305462         ;STRAWBERRY LJ4 ;54102765000676;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 1.643,39;VISAELECTRON        ;1;0;2024-10-22                    ;R$ 1.627,03;2024-10-24                    ;1753-01-01                    ;ABERTO
305463         ;STRAWBERRY LJ5 ;54102765000757;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 155,00;ELOCREDITO          ;1;0;2024-10-22                    ;R$ 148,71;2024-11-22                    ;2024-10-24                    ;PROCESSANDO_REPASSE
305463         ;STRAWBERRY LJ5 ;54102765000757;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 638,62;ELODEBITO           ;1;0;2024-10-22                    ;R$ 626,84;2024-10-24                    ;1753-01-01                    ;ABERTO
305463         ;STRAWBERRY LJ5 ;54102765000757;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 3.243,88;MAESTRO             ;1;0;2024-10-22                    ;R$ 3.211,58;2024-10-24                    ;1753-01-01                    ;ABERTO
305463         ;STRAWBERRY LJ5 ;54102765000757;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 1.853,60;MASTERCARD          ;1;0;2024-10-22                    ;R$ 1.791,42;2024-11-22                    ;2024-10-24                    ;PROCESSANDO_REPASSE
305463         ;STRAWBERRY LJ5 ;54102765000757;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 4.059,26;PIXSICOOB           ;1;0;2024-10-22                    ;R$ 4.038,85;2024-10-24                    ;1753-01-01                    ;ABERTO
305463         ;STRAWBERRY LJ5 ;54102765000757;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 1.882,38;VISA                ;1;0;2024-10-22                    ;R$ 1.819,25;2024-11-22                    ;2024-10-24                    ;PROCESSANDO_REPASSE
305463         ;STRAWBERRY LJ5 ;54102765000757;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 1.529,29;VISAELECTRON        ;1;0;2024-10-22                    ;R$ 1.514,04;2024-10-24                    ;1753-01-01                    ;ABERTO
305464         ;STRAWBERRY LJ6 ;54102765000919;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 210,00;MAESTRO             ;1;0;2024-10-22                    ;R$ 207,91;2024-10-24                    ;1753-01-01                    ;ABERTO
305464         ;STRAWBERRY LJ6 ;54102765000919;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 245,33;MASTERCARD          ;1;0;2024-10-22                    ;R$ 237,10;2024-11-22                    ;2024-10-24                    ;PROCESSANDO_REPASSE
305464         ;STRAWBERRY LJ6 ;54102765000919;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 170,00;VISA                ;1;0;2024-10-22                    ;R$ 164,30;2024-11-22                    ;2024-10-24                    ;PROCESSANDO_REPASSE
305464         ;STRAWBERRY LJ6 ;54102765000919;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 50,00;VISAELECTRON        ;1;0;2024-10-22                    ;R$ 49,50;2024-10-24                    ;1753-01-01                    ;ABERTO
305465         ;STRAWBERRY LJ7 ;54102765001052;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 15,00;ELODEBITO           ;1;0;2024-10-22                    ;R$ 14,72;2024-10-24                    ;1753-01-01                    ;ABERTO
305465         ;STRAWBERRY LJ7 ;54102765001052;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 293,32;MAESTRO             ;1;0;2024-10-22                    ;R$ 290,41;2024-10-24                    ;1753-01-01                    ;ABERTO
305465         ;STRAWBERRY LJ7 ;54102765001052;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 2.644,74;PIXSICOOB           ;1;0;2024-10-22                    ;R$ 2.631,44;2024-10-24                    ;1753-01-01                    ;ABERTO
305465         ;STRAWBERRY LJ7 ;54102765001052;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 145,26;VISAELECTRON        ;1;0;2024-10-22                    ;R$ 143,82;2024-10-24                    ;1753-01-01                    ;ABERTO
305466         ;STRAWBERRY LJ8 ;54102765001133;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 571,47;ELOCREDITO          ;1;0;2024-10-22                    ;R$ 548,32;2024-11-22                    ;2024-10-24                    ;PROCESSANDO_REPASSE
305466         ;STRAWBERRY LJ8 ;54102765001133;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 210,00;ELODEBITO           ;1;0;2024-10-22                    ;R$ 206,13;2024-10-24                    ;1753-01-01                    ;ABERTO
305466         ;STRAWBERRY LJ8 ;54102765001133;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 2.482,44;MAESTRO             ;1;0;2024-10-22                    ;R$ 2.457,79;2024-10-24                    ;1753-01-01                    ;ABERTO
305466         ;STRAWBERRY LJ8 ;54102765001133;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 1.884,86;MASTERCARD          ;1;0;2024-10-22                    ;R$ 1.821,66;2024-11-22                    ;2024-10-24                    ;PROCESSANDO_REPASSE
305466         ;STRAWBERRY LJ8 ;54102765001133;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 568,34;VISA                ;1;0;2024-10-22                    ;R$ 549,27;2024-11-22                    ;2024-10-24                    ;PROCESSANDO_REPASSE
305466         ;STRAWBERRY LJ8 ;54102765001133;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 991,62;VISAELECTRON        ;1;0;2024-10-22                    ;R$ 981,75;2024-10-24                    ;1753-01-01                    ;ABERTO
305467         ;STRAWBERRY LJ9 ;54102765001214;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 20,00;ELOCREDITO          ;1;0;2024-10-22                    ;R$ 19,19;2024-11-22                    ;2024-10-24                    ;PROCESSANDO_REPASSE
305467         ;STRAWBERRY LJ9 ;54102765001214;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 228,51;ELODEBITO           ;1;0;2024-10-22                    ;R$ 224,29;2024-10-24                    ;1753-01-01                    ;ABERTO
305467         ;STRAWBERRY LJ9 ;54102765001214;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 1.226,42;MAESTRO             ;1;0;2024-10-22                    ;R$ 1.214,21;2024-10-24                    ;1753-01-01                    ;ABERTO
305467         ;STRAWBERRY LJ9 ;54102765001214;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 1.305,45;MASTERCARD          ;1;0;2024-10-22                    ;R$ 1.261,68;2024-11-22                    ;2024-10-24                    ;PROCESSANDO_REPASSE
305467         ;STRAWBERRY LJ9 ;54102765001214;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 676,26;VISA                ;1;0;2024-10-22                    ;R$ 653,59;2024-11-22                    ;2024-10-24                    ;PROCESSANDO_REPASSE
305467         ;STRAWBERRY LJ9 ;54102765001214;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 450,00;VISAELECTRON        ;1;0;2024-10-22                    ;R$ 445,52;2024-10-24                    ;1753-01-01                    ;ABERTO
305468         ;STRAWBERRY LJ20;54102765000323;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 268,00;ELOCREDITO          ;1;0;2024-10-22                    ;R$ 257,12;2024-11-22                    ;2024-10-24                    ;PROCESSANDO_REPASSE
305468         ;STRAWBERRY LJ20;54102765000323;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 460,00;ELODEBITO           ;1;0;2024-10-22                    ;R$ 451,51;2024-10-24                    ;1753-01-01                    ;ABERTO
305468         ;STRAWBERRY LJ20;54102765000323;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 4.037,78;MAESTRO             ;1;0;2024-10-22                    ;R$ 3.997,56;2024-10-24                    ;1753-01-01                    ;ABERTO
305468         ;STRAWBERRY LJ20;54102765000323;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 3.171,73;MASTERCARD          ;1;0;2024-10-22                    ;R$ 3.065,35;2024-11-22                    ;2024-10-24                    ;PROCESSANDO_REPASSE
305468         ;STRAWBERRY LJ20;54102765000323;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 3.091,34;PIXSICOOB           ;1;0;2024-10-22                    ;R$ 3.075,81;2024-10-24                    ;1753-01-01                    ;ABERTO
305468         ;STRAWBERRY LJ20;54102765000323;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 2.530,28;VISA                ;1;0;2024-10-22                    ;R$ 2.445,45;2024-11-22                    ;2024-10-24                    ;PROCESSANDO_REPASSE
305468         ;STRAWBERRY LJ20;54102765000323;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 1.244,10;VISAELECTRON        ;1;0;2024-10-22                    ;R$ 1.231,70;2024-10-24                    ;1753-01-01                    ;ABERTO
305470         ;STRAWBERRY LJ12;54102765001567;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 120,00;ELODEBITO           ;1;0;2024-10-22                    ;R$ 117,79;2024-10-24                    ;1753-01-01                    ;ABERTO
305470         ;STRAWBERRY LJ12;54102765001567;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 884,99;MAESTRO             ;1;0;2024-10-22                    ;R$ 876,17;2024-10-24                    ;1753-01-01                    ;ABERTO
305470         ;STRAWBERRY LJ12;54102765001567;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 1.297,04;MASTERCARD          ;1;0;2024-10-22                    ;R$ 1.253,53;2024-11-22                    ;2024-10-24                    ;PROCESSANDO_REPASSE
305470         ;STRAWBERRY LJ12;54102765001567;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 530,00;PIXSICOOB           ;1;0;2024-10-22                    ;R$ 527,35;2024-10-24                    ;1753-01-01                    ;ABERTO
305470         ;STRAWBERRY LJ12;54102765001567;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 545,00;VISA                ;1;0;2024-10-22                    ;R$ 526,71;2024-11-22                    ;2024-10-24                    ;PROCESSANDO_REPASSE
305470         ;STRAWBERRY LJ12;54102765001567;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 746,73;VISAELECTRON        ;1;0;2024-10-22                    ;R$ 739,29;2024-10-24                    ;1753-01-01                    ;ABERTO
305471         ;STRAWBERRY LJ13;54102765001648;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 296,74;ELOCREDITO          ;1;0;2024-10-22                    ;R$ 284,70;2024-11-22                    ;2024-10-24                    ;PROCESSANDO_REPASSE
305471         ;STRAWBERRY LJ13;54102765001648;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 765,00;ELODEBITO           ;1;0;2024-10-22                    ;R$ 750,90;2024-10-24                    ;1753-01-01                    ;ABERTO
305471         ;STRAWBERRY LJ13;54102765001648;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 4.640,17;MAESTRO             ;1;0;2024-10-22                    ;R$ 4.593,93;2024-10-24                    ;1753-01-01                    ;ABERTO
305471         ;STRAWBERRY LJ13;54102765001648;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 2.635,19;MASTERCARD          ;1;0;2024-10-22                    ;R$ 2.546,82;2024-11-22                    ;2024-10-24                    ;PROCESSANDO_REPASSE
305471         ;STRAWBERRY LJ13;54102765001648;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 2.338,02;VISA                ;1;0;2024-10-22                    ;R$ 2.259,59;2024-11-22                    ;2024-10-24                    ;PROCESSANDO_REPASSE
305471         ;STRAWBERRY LJ13;54102765001648;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 2.953,36;VISAELECTRON        ;1;0;2024-10-22                    ;R$ 2.923,98;2024-10-24                    ;1753-01-01                    ;ABERTO
305472         ;STRAWBERRY LJ14;54102765001729;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 180,00;ELOCREDITO          ;1;0;2024-10-22                    ;R$ 172,71;2024-11-22                    ;2024-10-24                    ;PROCESSANDO_REPASSE
305472         ;STRAWBERRY LJ14;54102765001729;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 355,00;ELODEBITO           ;1;0;2024-10-22                    ;R$ 348,46;2024-10-24                    ;1753-01-01                    ;ABERTO
305472         ;STRAWBERRY LJ14;54102765001729;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 495,00;MAESTRO             ;1;0;2024-10-22                    ;R$ 490,06;2024-10-24                    ;1753-01-01                    ;ABERTO
305472         ;STRAWBERRY LJ14;54102765001729;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 562,02;MASTERCARD          ;1;0;2024-10-22                    ;R$ 543,18;2024-11-22                    ;2024-10-24                    ;PROCESSANDO_REPASSE
305472         ;STRAWBERRY LJ14;54102765001729;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 845,61;VISA                ;1;0;2024-10-22                    ;R$ 817,27;2024-11-22                    ;2024-10-24                    ;PROCESSANDO_REPASSE
