EC_SUBADQUIRIDO;FANTASIA_SUBADQUIRIDO;CNPJ_SUBADQUIRIDO;CIDADE_SUBADQUIRIDO;ESTADO_SUBADQUIRIDO;COD_PROJETO;PROJETO_SUBADQUIRIDO;VALOR_BRUTO_TRANSACIONADO;BANDEIRA;QTD_DE_PARCELAS;Nº_DA_PARCELA;DATA_DA_TRANSACAO;VALOR_DE_REPASSE;DATA_DO_REPASSE;DATA_DA_ANTECIPACAO;DINHEIRO_REPASSADO
305472         ;STRAWBERRY LJ14;54102765001729;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 476,58;VISAELECTRON        ;1;0;2024-10-22                    ;R$ 471,82;2024-10-24                    ;1753-01-01                    ;ABERTO
305474         ;STRAWBERRY LJ16;54102765001990;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 704,41;ELOCREDITO          ;1;0;2024-10-22                    ;R$ 675,84;2024-11-22                    ;2024-10-24                    ;PROCESSANDO_REPASSE
305474         ;STRAWBERRY LJ16;54102765001990;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 2.019,28;ELODEBITO           ;1;0;2024-10-22                    ;R$ 1.982,01;2024-10-24                    ;1753-01-01                    ;ABERTO
305474         ;STRAWBERRY LJ16;54102765001990;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 8.265,45;MAESTRO             ;1;0;2024-10-22                    ;R$ 8.183,24;2024-10-24                    ;1753-01-01                    ;ABERTO
305474         ;STRAWBERRY LJ16;54102765001990;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 5.924,07;MASTERCARD          ;1;0;2024-10-22                    ;R$ 5.725,51;2024-11-22                    ;2024-10-24                    ;PROCESSANDO_REPASSE
305474         ;STRAWBERRY LJ16;54102765001990;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 1.755,89;PIXSICOOB           ;1;0;2024-10-22                    ;R$ 1.747,08;2024-10-24                    ;1753-01-01                    ;ABERTO
305474         ;STRAWBERRY LJ16;54102765001990;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 3.104,30;VISA                ;1;0;2024-10-22                    ;R$ 3.000,23;2024-11-22                    ;2024-10-24                    ;PROCESSANDO_REPASSE
305474         ;STRAWBERRY LJ16;54102765001990;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 9.839,39;VISAELECTRON        ;1;0;2024-10-22                    ;R$ 9.741,72;2024-10-24                    ;1753-01-01                    ;ABERTO
305475         ;STRAWBERRY LJ17;54102765002024;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 254,17;ELOCREDITO          ;1;0;2024-10-22                    ;R$ 243,85;2024-11-22                    ;2024-10-24                    ;PROCESSANDO_REPASSE
305475         ;STRAWBERRY LJ17;54102765002024;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 908,91;ELODEBITO           ;1;0;2024-10-22                    ;R$ 892,13;2024-10-24                    ;1753-01-01                    ;ABERTO
305475         ;STRAWBERRY LJ17;54102765002024;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 3.842,64;MAESTRO             ;1;0;2024-10-22                    ;R$ 3.804,43;2024-10-24                    ;1753-01-01                    ;ABERTO
305475         ;STRAWBERRY LJ17;54102765002024;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 2.985,06;MASTERCARD          ;1;0;2024-10-22                    ;R$ 2.884,96;2024-11-22                    ;2024-10-24                    ;PROCESSANDO_REPASSE
305475         ;STRAWBERRY LJ17;54102765002024;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 4.947,77;PIXSICOOB           ;1;0;2024-10-22                    ;R$ 4.922,96;2024-10-24                    ;1753-01-01                    ;ABERTO
305475         ;STRAWBERRY LJ17;54102765002024;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 2.012,16;VISA                ;1;0;2024-10-22                    ;R$ 1.944,68;2024-11-22                    ;2024-10-24                    ;PROCESSANDO_REPASSE
305475         ;STRAWBERRY LJ17;54102765002024;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 1.483,08;VISAELECTRON        ;1;0;2024-10-22                    ;R$ 1.468,30;2024-10-24                    ;1753-01-01                    ;ABERTO
305476         ;STRAWBERRY LJ18;54102765002105;SANTO ANDRE                                                 ;SP;335;REDE MORANGUINHO;R$ 100,00;ELODEBITO           ;1;0;2024-10-22                    ;R$ 98,16;2024-10-24                    ;1753-01-01                    ;ABERTO
305476         ;STRAWBERRY LJ18;54102765002105;SANTO ANDRE                                                 ;SP;335;REDE MORANGUINHO;R$ 270,00;MAESTRO             ;1;0;2024-10-22                    ;R$ 267,31;2024-10-24                    ;1753-01-01                    ;ABERTO
305476         ;STRAWBERRY LJ18;54102765002105;SANTO ANDRE                                                 ;SP;335;REDE MORANGUINHO;R$ 523,17;MASTERCARD          ;1;0;2024-10-22                    ;R$ 505,63;2024-11-22                    ;2024-10-24                    ;PROCESSANDO_REPASSE
305476         ;STRAWBERRY LJ18;54102765002105;SANTO ANDRE                                                 ;SP;335;REDE MORANGUINHO;R$ 3.290,22;PIXSICOOB           ;1;0;2024-10-22                    ;R$ 3.273,69;2024-10-24                    ;1753-01-01                    ;ABERTO
305476         ;STRAWBERRY LJ18;54102765002105;SANTO ANDRE                                                 ;SP;335;REDE MORANGUINHO;R$ 169,99;VISA                ;1;0;2024-10-22                    ;R$ 164,29;2024-11-22                    ;2024-10-24                    ;PROCESSANDO_REPASSE
305476         ;STRAWBERRY LJ18;54102765002105;SANTO ANDRE                                                 ;SP;335;REDE MORANGUINHO;R$ 237,00;VISAELECTRON        ;1;0;2024-10-22                    ;R$ 234,64;2024-10-24                    ;1753-01-01                    ;ABERTO
305477         ;STRAWBERRY LJ19;54102765002296;SAO CAETANO DO SUL                                          ;SP;335;REDE MORANGUINHO;R$ 520,29;ELOCREDITO          ;1;0;2024-10-22                    ;R$ 499,20;2024-11-22                    ;2024-10-24                    ;PROCESSANDO_REPASSE
305477         ;STRAWBERRY LJ19;54102765002296;SAO CAETANO DO SUL                                          ;SP;335;REDE MORANGUINHO;R$ 250,13;ELODEBITO           ;1;0;2024-10-22                    ;R$ 245,52;2024-10-24                    ;1753-01-01                    ;ABERTO
305477         ;STRAWBERRY LJ19;54102765002296;SAO CAETANO DO SUL                                          ;SP;335;REDE MORANGUINHO;R$ 1.523,80;MAESTRO             ;1;0;2024-10-22                    ;R$ 1.508,60;2024-10-24                    ;1753-01-01                    ;ABERTO
305477         ;STRAWBERRY LJ19;54102765002296;SAO CAETANO DO SUL                                          ;SP;335;REDE MORANGUINHO;R$ 2.381,32;MASTERCARD          ;1;0;2024-10-22                    ;R$ 2.301,47;2024-11-22                    ;2024-10-24                    ;PROCESSANDO_REPASSE
305477         ;STRAWBERRY LJ19;54102765002296;SAO CAETANO DO SUL                                          ;SP;335;REDE MORANGUINHO;R$ 3.766,25;PIXSICOOB           ;1;0;2024-10-22                    ;R$ 3.747,32;2024-10-24                    ;1753-01-01                    ;ABERTO
305477         ;STRAWBERRY LJ19;54102765002296;SAO CAETANO DO SUL                                          ;SP;335;REDE MORANGUINHO;R$ 1.138,60;VISA                ;1;0;2024-10-22                    ;R$ 1.100,43;2024-11-22                    ;2024-10-24                    ;PROCESSANDO_REPASSE
305477         ;STRAWBERRY LJ19;54102765002296;SAO CAETANO DO SUL                                          ;SP;335;REDE MORANGUINHO;R$ 1.797,51;VISAELECTRON        ;1;0;2024-10-22                    ;R$ 1.779,68;2024-10-24                    ;1753-01-01                    ;ABERTO
